"title","company","salary","location","description","skills","url","crawl_time"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Xuân Mai - Xã Xuân Mai, Hà Nội (2026TD451660)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Xã Xuân Mai, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-xuan-mai-xa-xuan-mai-ha-noi-2026td451660-mbbank-2111158?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:50.440251"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Phòng giao dịch Lê Lợi - CN. Sơn Tây - Phường Sơn Tây, Hà Nội (2026TD451648)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: phường Sơn Tây, TP Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-phong-giao-dich-le-loi-cn-son-tay-phuong-son-tay-ha-noi-2026td451648-mbbank-2111149?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:53.665592"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Phòng giao dịch Lê Lợi - CN. Sơn Tây - Phường Sơn Tây, Hà Nội (2026TD451648)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: phường Sơn Tây, TP Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-phong-giao-dich-le-loi-cn-son-tay-phuong-son-tay-ha-noi-2026td451648-mbbank-2111149?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:54.793962"
"Chuyên viên Tư vấn Khách hàng Cá nhân (Chuyên viên UB) (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Sóc Sơn - Xã Sóc Sơn, Hà Nội (2026TD451612)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: CN. Sóc Sơn - Xã Sóc Sơn, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-ca-nhan-chuyen-vien-ub-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-soc-son-xa-soc-son-ha-noi-2026td451612-mbbank-2111159?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:55.473350"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Điện Biên - Phường Điện Biên Phủ, Điện Biên (2026TD451804)","MBBANK","10.000.000 VND to 35.000.000 VND","Tỉnh Điện Biên, Tỉnh Điện Biên","Địa điểm làm việc: Điện Biên Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-dien-bien-phuong-dien-bien-phu-dien-bien-2026td451804-mbbank-2111160?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:57.094011"
"Chuyên viên Tư vấn Khách hàng Cá nhân (Chuyên viên UB) (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Gia Lâm - Xã Gia Lâm, Hà Nội (2026TD451618)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: CN. Gia Lâm - Xã Gia Lâm, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-ca-nhan-chuyen-vien-ub-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-gia-lam-xa-gia-lam-ha-noi-2026td451618-mbbank-2111161?src=topdev_home&medium=superhotjobs","2026-06-09 22:28:57.501148"
"Chuyên viên Tư vấn Khách hàng Cá nhân (Chuyên viên UB) (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Hòa Lạc - Xã Hòa Lạc, Hà Nội (2026TD451624)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: CN. Hòa Lạc - Xã Hòa Lạc, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-ca-nhan-chuyen-vien-ub-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-hoa-lac-xa-hoa-lac-ha-noi-2026td451624-mbbank-2111163?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:02.375657"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Khu vực Ba Đình, Đống Đa - Hà Nội (2026TD452502)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-khu-vuc-ba-dinh-dong-da-ha-noi-2026td452502-mbbank-2111164?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:02.617714"
"Chuyên viên Khách hàng Cá nhân (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Khu vực Hoàng Mai, Thanh Trì - Hà Nội (2026TD452510)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Khu vực Hoàng Mai, Thanh Trì - Hà Nội Lưu ý quan trọng: Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-ca-nhan-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-khu-vuc-hoang-mai-thanh-tri-ha-noi-2026td452510-mbbank-2111166?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:04.542074"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Khu vực Hoàn Kiếm, Hai Bà Trưng - Hà Nội (2026TD452503)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-khu-vuc-hoan-kiem-hai-ba-trung-ha-noi-2026td452503-mbbank-2111165?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:04.783424"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Phòng giao dịch Thanh Oai - CN. Thanh Xuân - Phường Khương Đình, Hà Nội (2026TD452674)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-phong-giao-dich-thanh-oai-cn-thanh-xuan-phuong-khuong-dinh-ha-noi-2026td452674-mbbank-2111162?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:05.683015"
"Chuyên viên Khách hàng Cá nhân (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - Khu vực Long Biên, Gia Lâm - Hà Nội (2026TD452512)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Khu vực Long Biên, Gia Lâm - Hà Nội Lưu ý quan trọng: Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-ca-nhan-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-khu-vuc-long-bien-gia-lam-ha-noi-2026td452512-mbbank-2111168?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:09.710078"
"Chuyên viên Tư vấn Khách hàng Cá nhân (Chuyên viên UB) (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Hoài Đức - Xã An Khánh, Hà Nội (2026TD451630)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: CN. Hoài Đức - Xã An Khánh, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-ca-nhan-chuyen-vien-ub-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-hoai-duc-xa-an-khanh-ha-noi-2026td451630-mbbank-2111167?src=topdev_home&medium=superhotjobs","2026-06-09 22:29:09.776950"
